price,vol,change,datename,high,low,avgla,avgsd,multtemph,addtemph,multtempl,addtempl,doy,dow,month,numt,numc,date,multtemp,addtemp,cloud,totalpayint,totalempint,totalestint,ngprice,fogsd,rainsd,raintsd,rainfsd,fogla,rainla,raintla,rainfla,cloudla,cloudsd,highla,highsd,lowla,lowsd
59.5,,-4.91,6/3/04,60,58,,,,,,,159,2,6,32,22,16225,,,,24172825.28065395,983834.4604904632,64955.18528610354,6.1500001,,,,,,,,,,,,,,
51.73,,-7.76,6/4/04,55,47.5,,,,,,,160,3,6,59,19,16226,,,,24182150.98092643,983724.7356948229,64964.92915531335,6.0900002,,,,,,,,,,,,,,
46.220001,,-5.51,6/7/04,50,44.25,,,,,,,161,4,6,40,19,16229,,,,24185259.54768392,983688.1607629427,64968.17711171662,6.1900001,,,,,,,,,,,,,,
42.330002,,-3.89,6/8/04,43.25,41.5,,,,,,,162,5,6,56,22,16230,,,,24188368.11444142,983651.5858310626,64971.42506811989,6.04,,,,,,,,,,,,,,
40.220001,,-2.12,6/9/04,42.5,39,,,,,,,163,6,6,44,19,16231,,,,24191476.68119891,983615.0108991825,64974.67302452316,6,,,,,,,,,,,,,,
48.549999,,8.33,6/10/04,53.25,47,,,,,,,166,2,6,40,16,16232,,,,24194585.24795641,983578.4359673024,64977.92098092643,,,,,,,,,,,,,,,
60.049999,,11.5,6/11/04,70.5,57,,,,,,,167,3,6,57,22,16233,,,,24203910.94822889,983468.7111716621,64987.66485013624,6.1500001,,,,,,,,,,,,,,
65.220001,,5.17,6/14/04,68,60.25,,,,,,,168,4,6,63,20,16236,,,,24207019.51498638,983432.136239782,64990.91280653951,6.3499999,,,,,,,,,,,,,,
59.669998,,-5.55,6/15/04,62.25,57.5,,,,,,,169,5,6,43,20,16237,,,,24210128.08174387,983395.5613079019,64994.16076294278,6.3800001,,,,,,,,,,,,,,
55.009998,,-4.65,6/16/04,57.5,53.75,,,,,,,170,6,6,53,20,16238,,,,24213236.64850137,983358.9863760218,64997.40871934605,6.5700002,,,,,,,,,,,,,,
56.450001,,1.44,6/17/04,58,55,,,,,,,173,2,6,54,19,16239,,,,24216345.21525886,983322.4114441416,65000.65667574932,6.48,,,,,,,,,,,,,,
54.610001,,-1.85,6/18/04,55.5,54,,,,,,,174,3,6,30,17,16240,,,,24225670.91553134,983212.6866485013,65010.40054495913,6.4200001,,,,,,,,,,,,,,
53.330002,,-1.28,6/21/04,54.25,52.5,,,,,,,175,4,6,36,20,16243,,,,24228779.48228883,983176.1117166212,65013.6485013624,6.29,,,,,,,,,,,,,,
53.41,,.09,6/22/04,55.75,52.5,,,,,,,176,5,6,53,19,16244,,,,24231888.04904632,983139.5367847411,65016.89645776567,6.3000002,,,,,,,,,,,,,,
52.959999,,-.45,6/23/04,53.5,52.5,,,,,,,177,6,6,40,20,16245,,,,24234996.61580382,983102.961852861,65020.14441416894,6.4099998,,,,,,,,,,,,,,
53.669998,,.71,6/24/04,54.25,53.25,,,,,,,180,2,6,36,18,16246,,,,24238105.18256131,983066.3869209809,65023.39237057221,6.2800002,,,,,,,,,,,,,,
52.349998,,-1.32,6/25/04,52.75,52,,,,,,,181,3,6,37,18,16247,,,,24247430.88283379,982956.6621253405,65033.13623978202,6.1300001,,,,,,,,,,,,,,
54.869999,,2.52,6/28/04,57,53.25,,,,,,,183,5,7,62,25,16250,,,,24250539.44959129,982920.0871934604,65036.38419618529,6.02,,,,,,,,,,,,,,
53.360001,,-1.51,6/29/04,54.75,50.5,,,,,,,184,6,7,57,24,16251,,,,24253648.01634878,982883.5122615803,65039.63215258856,6.0300002,,,,,,,,,,,,,,
,,,6/30/04,,,,,,,,,,,,,,16252,,,,,,,5.9499998,,,,,,,,,,,,,,
54.02,,.65,,57,53.25,,,,,,,188,3,7,52,25,16253,,,,24259865.14986376,982810.3623978201,65046.1280653951,5.8800001,,,,,,,,,,,,,,
57.75,,3.74,7/2/04,58.75,56.5,,,,,,,189,4,7,62,23,16254,,,,24272299.41689374,982664.0626702997,65059.11989100817,6.1599998,,,,,,,,,,,,,,
56.060001,,-1.7,7/6/04,56.75,55,,,,,,,190,5,7,71,25,16258,,,,24275407.98365123,982627.4877384196,65062.36784741144,6.27,,,,,,,,,,,,,,
53.220001,,-2.84,7/7/04,54,52.75,,,,,,,191,6,7,47,21,16259,,,,24278516.55040872,982590.9128065394,65065.61580381472,6.1900001,,,,,,,,,,,,,,
58.299999,,5.08,7/8/04,61,56,,,,,,,194,2,7,42,21,16260,,,,24281625.11716621,982554.3378746593,65068.86376021799,5.8899999,,,,,,,,,,,,,,
65.239998,,6.93,7/9/04,67.5,62,,,,,,,195,3,7,70,21,16261,,,,24290950.81743869,982444.613079019,65078.6076294278,5.9499998,,,,,,,,,,,,,,
67.82,,2.58,7/12/04,70.5,66,,,,,,,196,4,7,81,25,16264,,,,24294059.38419619,982408.0381471389,65081.85558583106,5.8499999,,,,,,,,,,,,,,
76.029999,,8.210000000000001,7/13/04,81,70,,,,,,,197,5,7,68,23,16265,,,,24297167.95095368,982371.4632152588,65085.10354223433,5.9099998,,,,,,,,,,,,,,
68.099998,,-7.93,7/14/04,70.75,64.25,,,,,,,198,6,7,69,27,16266,,,,24300276.51771118,982334.8882833787,65088.3514986376,5.9200001,,,,,,,,,,,,,,
65.370003,,-2.73,7/15/04,67.5,63.75,,,,,,,201,2,7,54,25,16267,,,,24303385.08446867,982298.3133514986,65091.59945504087,5.77,,,,,,,,,,,,,,
69.489998,,4.12,7/16/04,72.25,66.5,,,,,,,202,3,7,69,22,16268,,,,24312710.78474115,982188.5885558582,65101.34332425068,5.75,,,,,,,,,,,,,,
70.620003,,1.13,7/19/04,73,69,,,,,,,203,4,7,59,26,16271,,,,24315819.35149864,982152.0136239781,65104.59128065395,5.8000002,,,,,,,,,,,,,,
72.720001,,2.11,7/20/04,73.75,71.75,,,,,,,204,5,7,61,25,16272,,,,24318927.91825613,982115.438692098,65107.83923705723,5.9000001,,,,,,,,,,,,,,
72.019997,,-.7,7/21/04,74,67.5,,,,,,,205,6,7,72,27,16273,,,,24322036.48501363,982078.8637602179,65111.08719346049,5.8499999,,,,,,,,,,,,,,
73.010002,,.99,7/22/04,76.5,71,,,,,,,208,2,7,59,26,16274,,,,24325145.05177112,982042.2888283378,65114.33514986376,5.98,,,,,,,,,,,,,,
70.480003,,-2.53,7/23/04,71.5,69,,,,,,,209,3,7,57,24,16275,,,,24334470.7520436,981932.5640326975,65124.07901907357,5.9400001,,,,,,,,,,,,,,
66.18,,-4.3,7/26/04,67,65.25,,,,,,,210,4,7,56,23,16278,,,,24337579.31880109,981895.9891008174,65127.32697547684,5.8699999,,,,,,,,,,,,,,
61.68,,-4.51,7/27/04,64,60.5,,,,,,,211,5,7,41,21,16279,,,,24340687.88555858,981859.4141689372,65130.57493188011,5.77,,,,,,,,,,,,,,
60.650002,,-1.02,7/28/04,63.75,58.5,,,,,,,212,6,7,67,21,16280,,,,24343796.45231608,981822.8392370571,65133.82288828338,5.9299998,,,,,,,,,,,,,,
66.779999,,6.13,7/29/04,68,65,,,,,,,215,2,8,44,22,16281,,,,24346905.01907358,981786.264305177,65137.07084468665,6.0300002,,,,,,,,,,,,,,
62.959999,,-3.82,7/30/04,64,62.25,,,,,,,216,3,8,68,26,16282,,,,24356230.71934605,981676.5395095367,65146.81471389646,5.8600001,,,,,,,,,,,,,,
61.939999,,-1.03,8/2/04,63,60.5,,,,,,,217,4,8,72,26,16285,,,,24359339.28610355,981639.9645776566,65150.06267029973,5.77,,,,,,,,,,,,,,
60.200001,,-1.73,8/3/04,60.75,59.5,,,,,,,218,5,8,69,24,16286,,,,24362447.85286104,981603.3896457765,65153.310626703,5.6999998,,,,,,,,,,,,,,
58.950001,,-1.25,8/4/04,59.5,58,,,,,,,219,6,8,46,21,16287,,,,24365556.41961853,981566.8147138964,65156.55858310627,5.54,,,,,,,,,,,,,,
65.639999,,6.69,8/5/04,69,63.5,,,,,,,222,2,8,52,22,16288,,,,24368664.98637602,981530.2397820163,65159.80653950954,5.4200001,,,,,,,,,,,,,,
71.879997,,6.24,8/6/04,74,70,,,,,,,223,3,8,68,23,16289,,,,24377990.6866485,981420.5149863759,65169.55040871935,5.5799999,,,,,,,,,,,,,,
71.989998,,.11,8/9/04,73.75,68,,,,,,,224,4,8,54,21,16292,,,,24381099.253406,981383.9400544958,65172.79836512262,5.7800002,,,,,,,,,,,,,,
67.169998,,-4.82,8/10/04,69,66,,,,,,,225,5,8,53,21,16293,,,,24384207.82016349,981347.3651226157,65176.04632152589,5.6399999,,,,,,,,,,,,,,
62.66,,-4.52,8/11/04,64,61,,,,,,,226,6,8,51,24,16294,,,,24387316.38692098,981310.7901907356,65179.29427792916,5.46,,,,,,,,,,,,,,
58.869999,,-3.79,8/12/04,60.25,56,,,,,,,229,2,8,48,22,16295,,,,24390424.95367847,981274.2152588555,65182.54223433242,5.27,,,,,,,,,,,,,,
58.060001,,-.8100000000000001,8/13/04,59,57.5,,,,,,,230,3,8,35,23,16296,,,,24399750.65395096,981164.4904632152,65192.28610354224,5.3400002,,,,,,,,,,,,,,
57.029999,,-1.03,8/16/04,57.75,56.25,,,,,,,231,4,8,43,22,16299,,,,24402859.22070845,981127.915531335,65195.53405994551,5.27,,,,,,,,,,,,,,
57,,-.03,8/17/04,57.5,56.75,,,,,,,232,5,8,35,21,16300,,,,24405967.78746594,981091.3405994549,65198.78201634878,5.3600001,,,,,,,,,,,,,,
54.240002,,-2.76,8/18/04,55,53.5,,,,,,,233,6,8,53,29,16301,,,,24409076.35422344,981054.7656675748,65202.02997275205,5.3400002,,,,,,,,,,,,,,
54.630001,,.39,8/19/04,56,52.5,,,,,,,236,2,8,46,24,16302,,,,24412184.92098093,981018.1907356947,65205.27792915532,5.3899999,,,,,,,,,,,,,,
50.599998,,-4.03,8/20/04,52,49.5,,,,,,,237,3,8,57,29,16303,,,,24421510.62125341,980908.4659400544,65215.02179836512,5.3400002,,,,,,,,,,,,,,
46.599998,,-4,8/23/04,48.75,46,,,,,,,238,4,8,51,28,16306,,,,24424619.1880109,980871.8910081743,65218.26975476839,5.23,,,,,,,,,,,,,,
47,,.4,8/24/04,48.25,46.25,,,,,,,239,5,8,69,26,16307,,,,24427727.75476839,980835.3160762942,65221.51771117166,5.3200002,,,,,,,,,,,,,,
46.240002,,-.76,8/25/04,47,45.75,,,,,,,240,6,8,31,22,16308,,,,24430836.32152589,980798.7411444141,65224.76566757493,5.1900001,,,,,,,,,,,,,,
49.34,,3.09,8/26/04,50.75,48.5,,,,,,,243,2,8,50,24,16309,,,,24433944.88828338,980762.1662125339,65228.0136239782,5.0500002,,,,,,,,,,,,,,
51.509998,,2.17,8/27/04,56,49,,,,,,,244,3,8,48,23,16310,,,,24443270.58855586,980652.4414168936,65237.75749318802,5.0500002,,,,,,,,,,,,,,
55.02,,3.51,8/30/04,56.25,53.75,,,,,,,245,4,9,82,23,16313,,,,24446379.15531336,980615.8664850135,65241.00544959128,5.04,,,,,,,,,,,,,,
49.400002,,-5.62,8/31/04,52,47.25,,,,,,,247,6,9,61,26,16314,,,,24449487.72207085,980579.2915531334,65244.25340599455,5.02,,,,,,,,,,,,,,
,,,9/1/04,,,,,,,,,,,,,,16315,,,,,,,4.75,,,,,,,,,,,,,,
47.73,,-1.66,,50.5,45,,,,,,,251,3,9,75,28,16316,,,,24455704.85558584,980506.1416893732,65250.74931880109,4.3200002,,,,,,,,,,,,,,
56.279999,,8.550000000000001,9/3/04,58,52,,,,,,,252,4,9,71,25,16317,,,,24468139.12261581,980359.8419618527,65263.74114441417,4.4099998,,,,,,,,,,,,,,
54.23,,-2.06,9/7/04,55,53,,,,,,,253,5,9,69,25,16321,,,,24471247.6893733,980323.2670299726,65266.98910081744,4.6900001,,,,,,,,,,,,,,
49.75,,-4.47,9/8/04,53,48.75,,,,,,,254,6,9,56,23,16322,,,,24474356.25613079,980286.6920980926,65270.23705722071,4.5700002,,,,,,,,,,,,,,
49.52,,-.23,9/9/04,50.25,49,,,,,,,257,2,9,70,28,16323,,,,24477464.82288828,980250.1171662125,65273.48501362398,4.5700002,,,,,,,,,,,,,,
53.16,,3.64,9/10/04,54,52.450001,,,,,,,258,3,9,67,26,16324,,,,24486790.52316076,980140.3923705722,65283.22888283379,5.1199999,,,,,,,,,,,,,,
52.529999,,-.63,9/13/04,53.5,52,,,,,,,259,4,9,66,29,16327,,,,24489899.08991826,980103.8174386921,65286.47683923706,5.1500001,,,,,,,,,,,,,,
49.939999,,-2.59,9/14/04,51,47,,,,,,,260,5,9,70,25,16328,,,,24493007.65667576,980067.242506812,65289.72479564033,5.1700001,,,,,,,,,,,,,,
44.209999,,-5.74,9/15/04,45,43,,,,,,,261,6,9,60,24,16329,,,,24496116.22343325,980030.6675749319,65292.9727520436,4.8200002,,,,,,,,,,,,,,
43.990002,,-.21,9/16/04,44.5,43.75,,,,,,,264,2,9,87,26,16330,,,,24499224.79019074,979994.0926430518,65296.22070844687,4.9499998,,,,,,,,,,,,,,
47.25,,3.25,9/17/04,47.75,46,,,,,,,265,3,9,54,26,16331,,,,24508550.49046322,979884.3678474114,65305.96457765668,5.2199998,,,,,,,,,,,,,,
48.57,,1.32,9/20/04,50,47.75,,,,,,,266,4,9,54,25,16334,,,,24511659.05722071,979847.7929155313,65309.21253405995,5.4299998,,,,,,,,,,,,,,
49.869999,,1.3,9/21/04,50.5,49.5,,,,,,,267,5,9,46,20,16335,,,,24514767.62397821,979811.2179836512,65312.46049046321,5.5799999,,,,,,,,,,,,,,
48.830002,,-1.04,9/22/04,49.5,48.5,,,,,,,268,6,9,89,24,16336,,,,24517876.1907357,979774.6430517711,65315.70844686648,5.5799999,,,,,,,,,,,,,,
48.790001,,-.04,9/23/04,50.25,47.5,,,,,,,271,2,9,49,21,16337,,,,24520984.75749319,979738.068119891,65318.95640326975,5.4099998,,,,,,,,,,,,,,
46.779999,,-2.01,9/24/04,47.25,46,,,,,,,272,3,9,59,25,16338,,,,24530310.45776567,979628.3433242507,65328.70027247957,5.2199998,,,,,,,,,,,,,,
45.639999,,-1.14,9/27/04,46.75,44.75,,,,,,,273,4,9,44,24,16341,,,,24533419.02452316,979591.7683923705,65331.94822888284,5.4499998,,,,,,,,,,,,,,
50.209999,,4.58,9/28/04,52,49,,,,,,,274,5,9,78,27,16342,,,,24536527.59128065,979555.1934604904,65335.19618528611,6.2600002,,,,,,,,,,,,,,
50.889999,,.68,9/29/04,52,49.75,,,,,,,275,6,10,53,28,16343,,,,24539636.15803815,979518.6185286103,65338.44414168938,6.3600001,,,,,,,,,,,,,,
47.049999,,-3.84,9/30/04,49,46.5,,,,,,,278,2,10,54,27,16344,,,,24542744.72479565,979482.0435967302,65341.69209809264,5.3800001,,,,,,,,,,,,,,
48.66,,1.62,10/1/04,50.75,48,,,,,,,279,3,10,53,23,16345,,,,24552070.42506813,979372.3188010899,65351.43596730245,5.7199998,,,,,,,,,,,,,,
53.439999,,4.78,10/4/04,55.25,52.5,,,,,,,280,4,10,58,25,16348,,,,24555178.99182562,979335.7438692098,65354.68392370572,6.0700002,,,,,,,,,,,,,,
50.419998,,-3.02,10/5/04,50.75,49.75,,,,,,,282,6,10,69,26,16349,,,,24558287.55858311,979299.1689373297,65357.93188010899,6,,,,,,,,,,,,,,
51.43,,1.01,10/6/04,52.5,50,,,,,,,285,2,10,60,24,16350,,,,24561396.1253406,979262.5940054496,65361.17983651226,6.2399998,,,,,,,,,,,,,,
49,,-2.44,10/7/04,51.75,47.5,,,,,,,286,3,10,52,23,16351,,,,24564504.6920981,979226.0190735694,65364.42779291554,5.5900002,,,,,,,,,,,,,,
,,,10/8/04,,,,,,,,,,,,,,16352,,,,,,,5.6300001,,,,,,,,,,,,,,
51.09,,2.09,,53,49,,,,,,,287,4,10,62,26,16355,,,,24576938.95912807,979079.719346049,65377.41961852861,5.6300001,,,,,,,,,,,,,,
53.73,,2.65,10/12/04,56.5,51,,,,,,,288,5,10,64,22,16356,,,,24580047.52588556,979043.1444141689,65380.66757493188,5.3800001,,,,,,,,,,,,,,
53.009998,,-.73,10/13/04,53.75,52,,,,,,,289,6,10,59,24,16357,,,,24583156.09264305,979006.5694822888,65383.91553133515,5.7600002,,,,,,,,,,,,,,
49.130001,,-3.88,10/14/04,50,48.25,,,,,,,292,2,10,59,22,16358,,,,24586264.65940055,978969.9945504087,65387.16348773842,5.6399999,,,,,,,,,,,,,,
48.709999,,-.42,10/15/04,51.5,47,,,,,,,293,3,10,55,27,16359,,,,24595590.35967303,978860.2697547683,65396.90735694823,5.6399999,,,,,,,,,,,,,,
,,,10/18/04,,,,,,,,,,,,,,16362,,,,,,,6.1300001,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,16363,,,,,,,7.27,,,,,,,,,,,,,,
60.869999,,12.16,,62.25,59.75,,,,,,,296,6,10,59,26,16364,,,,24604916.05994551,978750.544959128,65406.65122615804,7.3499999,,,,,,,,,,,,,,
65.110001,,4.25,10/21/04,67,63.5,,,,,,,299,2,10,81,23,16365,,,,24608024.626703,978713.9700272479,65409.89918256131,7.1100001,,,,,,,,,,,,,,
71.290001,,6.18,10/22/04,73.5,70.25,,,,,,,300,3,10,72,25,16366,,,,24617350.32697548,978604.2452316076,65419.64305177112,7.75,,,,,,,,,,,,,,
72.370003,,1.08,10/25/04,73.5,71,,,,,,,301,4,10,62,23,16369,,,,24620458.89373297,978567.6702997275,65422.89100817439,7.7800002,,,,,,,,,,,,,,
72.32,,-.05,10/26/04,76,68,,,,,,,303,6,10,110,27,16370,,,,24623567.46049047,978531.0953678474,65426.13896457766,8.1199999,,,,,,,,,,,,,,
,,,10/27/04,,,,,,,,,,,,,,16371,,,,,,,6.8000002,,,,,,,,,,,,,,
64.900002,,-7.41,,67.5,63,,,,,,,306,2,11,63,20,16372,,,,24629784.59400545,978457.9455040871,65432.6348773842,6.4299998,,,,,,,,,,,,,,
73.010002,,8.1,10/29/04,74.75,71.75,,,,,,,307,3,11,57,26,16373,,,,24639110.29427793,978348.2207084468,65442.378746594,6.98,,,,,,,,,,,,,,
72.730003,,-.28,11/1/04,73.75,70.75,,,,,,,308,4,11,48,25,16376,,,,24642218.86103543,978311.6457765667,65445.62670299727,6.8800001,,,,,,,,,,,,,,
74.790001,,2.06,11/2/04,76,73,,,,,,,309,5,11,59,24,16377,,,,24645327.42779292,978275.0708446866,65448.87465940055,7.25,,,,,,,,,,,,,,
71.93,,-2.86,11/3/04,73,71.25,,,,,,,310,6,11,63,23,16378,,,,24648435.99455041,978238.4959128065,65452.12261580382,7.4000001,,,,,,,,,,,,,,
62.700001,,-9.23,11/4/04,63.5,61.5,,,,,,,313,2,11,77,26,16379,,,,24651544.56130791,978201.9209809264,65455.37057220709,6.0799999,,,,,,,,,,,,,,
67.68,,4.98,11/5/04,68.75,66.75,,,,,,,314,3,11,57,23,16380,,,,24660870.26158039,978092.196185286,65465.1144414169,6.6199999,,,,,,,,,,,,,,
60.310001,,-7.37,11/8/04,61.75,58,,,,,,,315,4,11,48,24,16383,,,,24663978.82833788,978055.6212534059,65468.36239782016,5.79,,,,,,,,,,,,,,
57.810001,,-2.5,11/9/04,59.25,56,,,,,,,317,6,11,71,25,16384,,,,24667087.39509537,978019.0463215258,65471.61035422343,6.1199999,,,,,,,,,,,,,,
,,,11/10/04,,,,,,,,,,,,,,16385,,,,,,,6.1900001,,,,,,,,,,,,,,
55.59,,-2.22,,56.75,53.5,,,,,,,320,2,11,76,22,16386,,,,24673304.52861036,977945.8964577656,65478.10626702997,5.9000001,,,,,,,,,,,,,,
54.360001,,-1.23,11/12/04,55,53,,,,,,,321,3,11,75,23,16387,,,,24682630.22888283,977836.1716621253,65487.85013623978,6.02,,,,,,,,,,,,,,
61.830002,,7.47,11/15/04,63,61.25,,,,,,,322,4,11,64,20,16390,,,,24685738.79564033,977799.5967302452,65491.09809264306,6.5700002,,,,,,,,,,,,,,
58.139999,,-3.68,11/16/04,60.25,56,,,,,,,323,5,11,48,19,16391,,,,24688847.36239783,977763.0217983651,65494.34604904633,6.0599999,,,,,,,,,,,,,,
53.119999,,-5.02,11/17/04,54,52.5,,,,,,,324,6,11,79,23,16392,,,,24691955.92915532,977726.4468664849,65497.59400544959,5.5900002,,,,,,,,,,,,,,
47.299999,,-5.83,11/18/04,52.75,45,,,,,,,327,2,11,81,26,16393,,,,24695064.49591281,977689.8719346048,65500.84196185286,4.8099999,,,,,,,,,,,,,,
59.759998,,12.46,11/19/04,62.75,54,,,,,,,328,3,11,76,25,16394,,,,24704390.19618529,977580.1471389645,65510.58583106267,5.2399998,,,,,,,,,,,,,,
55.360001,,-4.39,11/22/04,57.25,51.5,,,,,,,331,6,11,62,23,16397,,,,24707498.76294278,977543.5722070844,65513.83378746594,5.2399998,,,,,,,,,,,,,,
52.759998,,-2.61,11/23/04,56.25,48.75,,,,,,,334,2,11,57,25,16398,,,,24710607.32970028,977506.9972752043,65517.08174386921,5.0100002,,,,,,,,,,,,,,
71.989998,,19.24,11/24/04,80.25,68.25,,,,,,,335,3,11,76,24,16399,,,,24726150.16348774,977324.1226158037,65533.32152588556,6.7600002,,,,,,,,,,,,,,
77.589996,,5.6,11/29/04,79.25,74.5,,,,,,,336,4,12,82,28,16404,,,,24729258.73024523,977287.5476839236,65536.56948228883,6.79,,,,,,,,,,,,,,
80.860001,,3.26,11/30/04,83.5,79.5,,,,,,,337,5,12,51,24,16405,,,,24732367.29700273,977250.9727520435,65539.8174386921,6.7800002,,,,,,,,,,,,,,
68.669998,,-12.19,12/1/04,69.5,67,,,,,,,338,6,12,56,26,16406,,,,24735475.86376022,977214.3978201634,65543.06539509537,6.6900001,,,,,,,,,,,,,,
65.809998,,-2.86,12/2/04,70.5,62,,,,,,,341,2,12,77,26,16407,,,,24738584.43051772,977177.8228882833,65546.31335149864,6.04,,,,,,,,,,,,,,
68.160004,,2.35,12/3/04,69.25,67,,,,,,,342,3,12,73,25,16408,,,,24747910.1307902,977068.098092643,65556.05722070845,6.0500002,,,,,,,,,,,,,,
65.629997,,-2.53,12/6/04,67,64.25,,,,,,,343,4,12,64,24,16411,,,,24751018.69754769,977031.5231607629,65559.30517711172,6.0300002,,,,,,,,,,,,,,
61.650002,,-3.98,12/7/04,66.75,58.5,,,,,,,344,5,12,61,25,16412,,,,24754127.26430518,976994.9482288827,65562.55313351499,5.98,,,,,,,,,,,,,,
62.130001,,.47,12/8/04,63.25,61.5,,,,,,,345,6,12,69,27,16413,,,,24757235.83106267,976958.3732970026,65565.80108991826,6.04,,,,,,,,,,,,,,
64.5,,2.37,12/9/04,65.5,63.5,,,,,,,348,2,12,51,27,16414,,,,24760344.39782017,976921.7983651225,65569.04904632152,6.29,,,,,,,,,,,,,,
67.440002,,2.95,12/10/04,69,66,,,,,,,349,3,12,87,25,16415,,,,24769670.09809265,976812.0735694822,65578.79291553135,6.8899999,,,,,,,,,,,,,,
68.089996,,.65,12/13/04,69.25,65.5,,,,,,,350,4,12,69,24,16418,,,,24772778.66485014,976775.4986376021,65582.04087193462,7.0999999,,,,,,,,,,,,,,
64.75,,-3.34,12/14/04,65.25,63.75,,,,,,,351,5,12,93,27,16419,,,,24775887.23160763,976738.923705722,65585.28882833789,7.04,,,,,,,,,,,,,,
60.93,,-3.82,12/15/04,61.5,58.75,,,,,,,352,6,12,46,21,16420,,,,24778995.79836512,976702.3487738419,65588.53678474115,6.8800001,,,,,,,,,,,,,,
65.889999,,4.96,12/16/04,66.5,65,,,,,,,355,2,12,65,23,16421,,,,24782104.36512262,976665.7738419618,65591.78474114442,7.2600002,,,,,,,,,,,,,,
63.360001,,-2.53,12/17/04,64,62.5,,,,,,,356,3,12,40,21,16422,,,,24791430.0653951,976556.0490463214,65601.52861035423,7.1399999,,,,,,,,,,,,,,
59.259998,,-4.1,12/20/04,59.75,58.5,,,,,,,358,5,12,54,18,16425,,,,24794538.63215259,976519.4741144413,65604.7765667575,6.8299999,,,,,,,,,,,,,,
63.59,,4.33,12/21/04,64.5,62,,,,,,,362,2,12,53,24,16426,,,,24797647.19891009,976482.8991825612,65608.02452316077,7.0500002,,,,,,,,,,,,,,
,,,12/22/04,,,,,,,,,,,,,,16427,,,,,,,6.98,,,,,,,,,,,,,,
57.849998,,-5.75,,59.25,56.5,,,,,,,363,3,12,48,22,16428,,,,24813190.03269755,976300.0245231607,65624.26430517712,6.5700002,,,,,,,,,,,,,,
53.110001,,-4.73,12/27/04,55,50.25,,,,,,,365,5,12,36,23,16432,,,,24816298.59945504,976263.4495912805,65627.51226158038,6.27,,,,,,,,,,,,,,
,,,12/28/04,,,,,,,,,,,,,,16433,,,,,,,6.1799998,,,,,,,,,,,,,,
55.540001,,2.42,,56.25,54.5,,,,,,,3,2,1,51,24,16434,,,,24822515.73297003,976190.2997275203,65634.00817438692,6.02,,,,,,,,,,,,,,
53.48,,-2.06,12/30/04,58.5,51,,,,,,,4,3,1,71,25,16435,,,,24834950,976044,65647,5.5300002,,,,,,,,,,,,,,
60.220001,,6.74,1/3/05,64,57,,,,,,,5,4,1,76,22,16439,,,,24839561.7479452,976141.5041095892,65649.20273972602,5.71,,,,,,,,,,,,,,
65.379997,,5.16,1/4/05,66.25,64,,,,,,,6,5,1,67,21,16440,,,,24844173.49589041,976239.0082191781,65651.40547945205,5.8400002,,,,,,,,,,,,,,
59.959999,,-5.42,1/5/05,62.25,54,,,,,,,7,6,1,97,26,16441,,,,24848785.24383561,976336.5123287672,65653.60821917809,5.79,,,,,,,,,,,,,,
60.290001,,.32,1/6/05,61.75,59.25,,,,,,,10,2,1,77,23,16442,,,,24853396.99178082,976434.0164383561,65655.81095890411,5.8200002,,,,,,,,,,,,,,
61.529999,,1.25,1/7/05,62.5,58.25,,,,,,,11,3,1,80,23,16443,,,,24867232.23561645,976726.5287671234,65662.4191780822,6.21,,,,,,,,,,,,,,
58.459999,,-3.07,1/10/05,59.25,58,,,,,,,12,4,1,69,23,16446,,,,24871843.98356165,976824.0328767123,65664.62191780822,5.96,,,,,,,,,,,,,,
56.34,,-2.12,1/11/05,58.5,54.75,,,,,,,14,6,1,70,24,16447,,,,24876455.73150685,976921.5369863014,65666.82465753425,5.8899999,,,,,,,,,,,,,,
60.080002,,3.74,1/12/05,61.5,57,,,,,,,17,2,1,74,27,16448,,,,24881067.47945206,977019.0410958906,65669.02739726027,6.0599999,,,,,,,,,,,,,,
60.16,,.08,1/13/05,62,57.5,,,,,,,18,3,1,69,24,16449,,,,24885679.22739726,977116.5452054795,65671.2301369863,6.4499998,,,,,,,,,,,,,,
58.68,,-1.47,1/14/05,59.5,56.549999,,,,,,,19,4,1,72,24,16450,,,,24904126.21917808,977506.5616438356,65680.04109589041,6.6900001,,,,,,,,,,,,,,
54.27,,-4.42,1/18/05,55.25,53.5,,,,,,,20,5,1,66,26,16454,,,,24908737.96712328,977604.0657534248,65682.24383561645,6.1900001,,,,,,,,,,,,,,
53.810001,,-.46,1/19/05,54.5,52.75,,,,,,,21,6,1,64,25,16455,,,,24913349.71506849,977701.5698630137,65684.44657534247,6.27,,,,,,,,,,,,,,
57.279999,,3.46,1/20/05,58,56.599998,,,,,,,24,2,1,69,24,16456,,,,24917961.46301369,977799.0739726028,65686.6493150685,6.4299998,,,,,,,,,,,,,,
55.139999,,-2.14,1/21/05,55.5,54.75,,,,,,,25,3,1,65,23,16457,,,,24931796.70684932,978091.5863013698,65693.25753424657,6.4099998,,,,,,,,,,,,,,
54.259998,,-.88,1/24/05,55.25,51.25,,,,,,,26,4,1,68,23,16460,,,,24936408.45479453,978189.090410959,65695.4602739726,6.4400001,,,,,,,,,,,,,,
