,doy,dow,month,highpricemwh,lowpricemwh,price,change,vol,numt,numc,date,mean_price,dm_price,highsd,avgsd,lowsd,fogsd,rainsd,raintsd,rainfsd,highla,avgla,lowla,fogla,rainla,raintla,rainfla,cloudsd,cloudla,multtemp,addtemp,predprice,cloud,datename,totalest,accommodationandfoodservices,administrativeandsupportandwaste,agricultureforestryfishingandhun,artsentertainmentandrecreation,construction,educationalservices,financeandinsurance,healthcareandsocialassistance,industriesnotclassified,information,managementofcompaniesandenterpri,manufacturing,mining,otherservicesexceptpublicadminis,professionalscientificandtechnic,realestateandrentalandleasing,retailtrade,transportationandwarehousing,utilities,wholesaletrade,totalemp,accommodationandfoodservicesempl,v25,v26,artsentertainmentandrecreationem,constructionemployees,educationalservicesemployees,financeandinsuranceemployees,healthcareandsocialassistanceemp,industriesnotclassifiedemployees,informationemployees,v34,manufacturingemployees,miningemployees,v37,v38,realestateandrentalandleasingemp,retailtradeemployees,transportationandwarehousingempl,utilitiesemployees,wholesaletradeemployees,totalpay,accommodationandfoodservicespayr,v46,v47,artsentertainmentandrecreationpa,constructionpayroll,educationalservicespayroll,financeandinsurancepayroll,healthcareandsocialassistancepay,industriesnotclassifiedpayroll,informationpayroll,v55,manufacturingpayroll,miningpayroll,v58,v59,realestateandrentalandleasingpay,retailtradepayroll,transportationandwarehousingpayr,utilitiespayroll,wholesaletradepayroll,totalpayint,totalempint,totalestint,ngprice,_merge,monthly_average
1013,13.0,6.0,1.0,65.5,61.25,63.5,-5.14,,177.0,31.0,16812.0,46.821251,16.678749,,,,,,,,,,,,,,,,,,,,,1/11/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26527368.8352,1011829.76923,66461.1538462,8.5500002,matched (3),66.40899985
1014,16.0,2.0,1.0,67.5,62.75,64.089996,0.59,,99.0,28.0,16813.0,47.684998,16.404999,,,,,,,,,,,,,,,,,,,,,1/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26528510.1896,1011854.36538,66462.4230769,8.6999998,matched (3),66.40899985
1015,17.0,3.0,1.0,68.0,65.0,66.120003,2.02,,145.0,30.0,16814.0,49.151249,16.968754,,,,,,,,,,,,,,,,,,,,,1/13/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26529651.544,1011878.96154,66463.6923077,8.5,matched (3),66.40899985
1016,18.0,4.0,1.0,68.0,66.0,67.110001,1.0,,136.0,31.0,16818.0,51.056,16.054001,,,,,,,,,,,,,,,,,,,,,1/17/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26534216.9615,1011977.34615,66468.7692308,8.8199997,matched (3),66.40899985
1017,19.0,5.0,1.0,69.0,66.75,67.739998,0.63,,95.0,34.0,16819.0,46.013638,21.72636,,,,,,,,,,,,,,,,,,,,,1/18/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26535358.3159,1012001.94231,66470.0384615,8.8599997,matched (3),66.40899985
1018,20.0,6.0,1.0,62.75,61.25,62.16,-5.58,,94.0,26.0,16820.0,46.148888,16.011112,,,,,,,,,,,,,,,,,,,,,1/19/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26536499.6703,1012026.53846,66471.3076923,8.21,matched (3),66.40899985
1019,23.0,2.0,1.0,70.75,67.25,68.980003,6.81,,89.0,29.0,16821.0,46.448334,22.53167,,,,,,,,,,,,,,,,,,,,,1/20/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26537641.0247,1012051.13462,66472.5769231,8.8000002,matched (3),66.40899985
1020,24.0,3.0,1.0,66.25,64.5,65.589996,-3.39,,102.0,31.0,16824.0,50.609001,14.980995,,,,,,,,,,,,,,,,,,,,,1/23/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26541065.0879,1012124.92308,66476.3846154,8.29,matched (3),66.40899985
1021,25.0,4.0,1.0,65.0,59.5,63.279999,-2.31,,107.0,32.0,16825.0,48.611,14.668999,,,,,,,,,,,,,,,,,,,,,1/24/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26542206.4423,1012149.51923,66477.6538462,8.2700005,matched (3),66.40899985
1022,26.0,5.0,1.0,65.0,62.5,63.529999,0.26,,158.0,29.0,16826.0,47.308887,16.221111,,,,,,,,,,,,,,,,,,,,,1/25/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26543347.7967,1012174.11538,66478.9230769,8.5,matched (3),66.40899985
1023,27.0,6.0,1.0,57.25,55.0,56.07,-7.46,,99.0,28.0,16827.0,43.782726,12.287273,,,,,,,,,,,,,,,,,,,,,1/26/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26544489.1511,1012198.71154,66480.1923077,7.8600001,matched (3),66.40899985
1024,30.0,2.0,1.0,61.0,58.75,60.23,4.16,,155.0,29.0,16828.0,47.461819,12.768181,,,,,,,,,,,,,,,,,,,,,1/27/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26545630.5055,1012223.30769,66481.4615385,8.1899996,matched (3),66.40899985
1025,31.0,3.0,1.0,62.75,57.0,61.369999,1.14,,180.0,32.0,16831.0,50.37125,10.998749,,,,,,,,,,,,,,,,,,,,,1/30/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26549054.5687,1012297.09615,66485.2692308,8.3599997,matched (3),66.40899985
1026,32.0,4.0,2.0,66.0,60.0,63.57,2.21,,240.0,31.0,16832.0,49.233334,14.336666,,,,,,,,,,,,,,,,,,,,,1/31/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26550195.9231,1012321.69231,66486.5384615,8.7299995,matched (3),58.9352627895
1027,33.0,5.0,2.0,65.0,58.0,62.040001,-1.53,,196.0,31.0,16833.0,46.470001,15.57,,,,,,,,,,,,,,,,,,,,,2/1/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26551337.2775,1012346.28846,66487.8076923,8.71,matched (3),58.9352627895
1028,34.0,6.0,2.0,55.25,52.299999,53.470001,-8.57,,207.0,32.0,16834.0,45.923637,7.5463638,,,,,,,,,,,,,,,,,,,,,2/2/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26552478.6319,1012370.88462,66489.0769231,8.0100002,matched (3),58.9352627895
1029,37.0,2.0,2.0,59.0,54.25,55.5,2.02,,228.0,31.0,16835.0,47.770908,7.7290916,,,,,,,,,,,,,,,,,,,,,2/3/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26553619.9863,1012395.48077,66490.3461538,8.0100002,matched (3),58.9352627895
1030,38.0,3.0,2.0,61.0,57.75,59.0,3.51,,223.0,33.0,16838.0,50.194,8.8059998,,,,,,,,,,,,,,,,,,,,,2/6/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26557044.0495,1012469.26923,66494.1538462,8.2399998,matched (3),58.9352627895
1031,39.0,4.0,2.0,59.0,55.25,56.75,-2.25,,245.0,31.0,16839.0,45.486362,11.263638,,,,,,,,,,,,,,,,,,,,,2/7/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26558185.4038,1012493.86538,66495.4230769,7.7399998,matched (3),58.9352627895
1032,40.0,5.0,2.0,60.0,57.0,58.73,1.98,,286.0,36.0,16840.0,44.48111,14.24889,,,,,,,,,,,,,,,,,,,,,2/8/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26559326.7582,1012518.46154,66496.6923077,7.8800001,matched (3),58.9352627895
1033,41.0,6.0,2.0,56.5,53.5,55.169998,-3.55,,220.0,31.0,16841.0,42.425453,12.744545,,,,,,,,,,,,,,,,,,,,,2/9/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26560468.1126,1012543.05769,66497.9615385,7.5500002,matched (3),58.9352627895
1034,44.0,2.0,2.0,59.5,56.75,57.669998,2.5,,271.0,31.0,16842.0,46.695999,10.973999,,,,,,,,,,,,,,,,,,,,,2/10/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26561609.467,1012567.65385,66499.2307692,7.5700002,matched (3),58.9352627895
1035,45.0,3.0,2.0,58.75,56.0,57.599998,-0.07,,228.0,33.0,16845.0,43.290001,14.309998,,,,,,,,,,,,,,,,,,,,,2/13/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26565033.5302,1012641.44231,66503.0384615,7.3600001,matched (3),58.9352627895
1036,46.0,4.0,2.0,64.0,58.0,60.279999,2.68,,252.0,32.0,16846.0,48.123333,12.156666,,,,,,,,,,,,,,,,,,,,,2/14/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26566174.8846,1012666.03846,66504.3076923,7.0300002,matched (3),58.9352627895
1037,48.0,6.0,2.0,62.25,61.0,61.560001,1.28,,204.0,27.0,16847.0,45.971668,15.588333,,,,,,,,,,,,,,,,,,,,,2/15/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26567316.239,1012690.63462,66505.5769231,7.3099999,matched (3),58.9352627895
1038,51.0,2.0,2.0,64.0,62.0,62.919998,1.35,,208.0,32.0,16848.0,47.095455,15.824543,,,,,,,,,,,,,,,,,,,,,2/16/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26568457.5934,1012715.23077,66506.8461538,7.1599998,matched (3),58.9352627895
1039,52.0,3.0,2.0,64.75,61.0,62.959999,0.04,,275.0,33.0,16849.0,52.776665,10.183334,,,,,,,,,,,,,,,,,,,,,2/17/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26569598.9478,1012739.82692,66508.1153846,7.3899999,matched (3),58.9352627895
1040,53.0,4.0,2.0,65.0,61.75,63.189999,0.23,,228.0,34.0,16853.0,45.894001,17.295998,,,,,,,,,,,,,,,,,,,,,2/21/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26574164.3654,1012838.21154,66513.1923077,7.4000001,matched (3),58.9352627895
1041,54.0,5.0,2.0,63.0,59.5,61.09,-2.1,,203.0,30.0,16854.0,42.575001,18.514999,,,,,,,,,,,,,,,,,,,,,2/22/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26575305.7198,1012862.80769,66514.4615385,7.5500002,matched (3),58.9352627895
1042,55.0,6.0,2.0,58.5,54.150002,57.889999,-3.19,,193.0,30.0,16855.0,42.234547,15.655453,,,,,,,,,,,,,,,,,,,,,2/23/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26576447.0742,1012887.40385,66515.7307692,7.23,matched (3),58.9352627895
1043,56.0,7.0,2.0,58.5,56.25,57.48,-0.41,,223.0,30.0,16856.0,46.709091,10.770908,,,,,,,,,,,,,,,,,,,,,2/24/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26577588.4286,1012912.0,66517.0,7.3899999,matched (3),58.9352627895
1044,59.0,3.0,2.0,53.75,50.5,52.900002,-4.59,,207.0,30.0,16859.0,44.37125,8.5287514,,,,,,,,,,,,,,,,,,,,,2/27/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26581012.4918,1012985.78846,66520.8076923,6.9699998,matched (3),58.9352627895
1045,60.0,4.0,3.0,51.5,49.549999,50.369999,-2.53,,201.0,35.0,16860.0,47.906666,2.4633331,,,,,,,,,,,,,,,,,,,,,2/28/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26582153.8462,1013010.38462,66522.0769231,6.6900001,matched (3),50.4813636818
1046,61.0,5.0,3.0,49.0,47.75,48.049999,-2.32,,159.0,35.0,16861.0,42.910908,5.1390915,,,,,,,,,,,,,,,,,,,,,3/1/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26583295.2005,1013034.98077,66523.3461538,6.6199999,matched (3),50.4813636818
1047,62.0,6.0,3.0,49.25,46.0,46.720001,-1.33,,134.0,33.0,16862.0,43.392727,3.3272743,,,,,,,,,,,,,,,,,,,,,3/2/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26584436.5549,1013059.57692,66524.6153846,6.6900001,matched (3),50.4813636818
1048,65.0,2.0,3.0,51.0,47.5,48.290001,1.58,,179.0,29.0,16863.0,48.468182,-0.17818069,,,,,,,,,,,,,,,,,,,,,3/3/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26585577.9093,1013084.17308,66525.8846154,6.5900002,matched (3),50.4813636818
1049,66.0,3.0,3.0,51.25,45.5,50.450001,2.16,,146.0,32.0,16866.0,52.142998,-1.692997,,,,,,,,,,,,,,,,,,,,,3/6/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26589001.9725,1013157.96154,66529.6923077,6.5,matched (3),50.4813636818
1050,67.0,4.0,3.0,51.0,49.0,49.990002,-0.46,,118.0,34.0,16867.0,44.668999,5.321003,,,,,,,,,,,,,,,,,,,,,3/7/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26590143.3269,1013182.55769,66530.9615385,6.5300002,matched (3),50.4813636818
1051,68.0,5.0,3.0,50.5,49.0,49.59,-0.41,,141.0,34.0,16868.0,39.681,9.9090004,,,,,,,,,,,,,,,,,,,,,3/8/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26591284.6813,1013207.15385,66532.2307692,6.4699998,matched (3),50.4813636818
1052,69.0,6.0,3.0,51.0,49.049999,49.619999,0.03,,136.0,30.0,16869.0,42.654545,6.9654541,,,,,,,,,,,,,,,,,,,,,3/9/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26592426.0357,1013231.75,66533.5,6.3099999,matched (3),50.4813636818
1053,72.0,2.0,3.0,53.75,49.25,50.970001,1.35,,136.0,32.0,16870.0,48.074547,2.8954544,,,,,,,,,,,,,,,,,,,,,3/10/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26593567.3901,1013256.34615,66534.7692308,6.4000001,matched (3),50.4813636818
1054,73.0,3.0,3.0,52.75,50.5,52.119999,1.15,,140.0,30.0,16873.0,50.013,2.1069984,,,,,,,,,,,,,,,,,,,,,3/13/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26596991.4533,1013330.13462,66538.5769231,6.77,matched (3),50.4813636818
1055,74.0,4.0,3.0,53.5,50.75,52.369999,0.25,,113.0,32.0,16874.0,44.745998,7.6240005,,,,,,,,,,,,,,,,,,,,,3/14/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26598132.8077,1013354.73077,66539.8461538,7.1500001,matched (3),50.4813636818
1056,75.0,5.0,3.0,52.25,51.0,51.689999,-0.68,,114.0,29.0,16875.0,40.070999,11.618999,,,,,,,,,,,,,,,,,,,,,3/15/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26599274.1621,1013379.32692,66541.1153846,7.0999999,matched (3),50.4813636818
1057,76.0,6.0,3.0,52.75,49.5,50.790001,-0.9,,117.0,27.0,16876.0,40.717274,10.072727,,,,,,,,,,,,,,,,,,,,,3/16/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26600415.5165,1013403.92308,66542.3846154,7.1199999,matched (3),50.4813636818
1058,79.0,2.0,3.0,54.5,52.25,53.439999,2.65,,67.0,28.0,16877.0,45.873634,7.5663643,,,,,,,,,,,,,,,,,,,,,3/17/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26601556.8709,1013428.51923,66543.6538462,7.1700001,matched (3),50.4813636818
1059,80.0,3.0,3.0,52.5,51.299999,51.810001,-1.63,,149.0,34.0,16880.0,45.057777,6.752224,,,,,,,,,,,,,,,,,,,,,3/20/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26604980.9341,1013502.30769,66547.4615385,7.0,matched (3),50.4813636818
1060,81.0,4.0,3.0,52.0,50.0,50.689999,-1.12,,174.0,31.0,16881.0,45.041,5.6489983,,,,,,,,,,,,,,,,,,,,,3/21/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26606122.2885,1013526.90385,66548.7307692,6.8299999,matched (3),50.4813636818
1061,82.0,5.0,3.0,52.0,50.25,51.349998,0.66,,157.0,32.0,16882.0,39.993999,11.355999,,,,,,,,,,,,,,,,,,,,,3/22/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26607263.6429,1013551.5,66550.0,7.0599999,matched (3),50.4813636818
1062,83.0,6.0,3.0,50.75,49.200001,50.360001,-1.0,,116.0,29.0,16883.0,39.470001,10.889999,,,,,,,,,,,,,,,,,,,,,3/23/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26608404.9973,1013576.09615,66551.2692308,7.1599998,matched (3),50.4813636818
1063,86.0,2.0,3.0,54.0,51.25,52.330002,1.97,,115.0,27.0,16884.0,46.392727,5.9372749,,,,,,,,,,,,,,,,,,,,,3/24/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26609546.3516,1013600.69231,66552.5384615,7.4299998,matched (3),50.4813636818
1064,87.0,3.0,3.0,51.0,49.25,49.720001,-2.6,,145.0,30.0,16887.0,49.123333,0.59666824,,,,,,,,,,,,,,,,,,,,,3/27/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26612970.4148,1013674.48077,66556.3461538,7.0500002,matched (3),50.4813636818
1065,88.0,4.0,3.0,50.0,48.0,49.619999,-0.1,,129.0,32.0,16888.0,46.947777,2.6722221,,,,,,,,,,,,,,,,,,,,,3/28/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26614111.7692,1013699.07692,66557.6153846,7.1500001,matched (3),50.4813636818
1066,90.0,6.0,3.0,52.0,49.75,50.25,0.62,,163.0,31.0,16889.0,39.457272,10.792728,,,,,,,,,,,,,,,,,,,,,3/29/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26615253.1236,1013723.67308,66558.8846154,7.1599998,matched (3),50.4813636818
1067,91.0,7.0,4.0,52.5,49.25,49.860001,-0.38,,109.0,31.0,16890.0,45.116154,4.7438469,,,,,,,,,,,,,,,,,,,,,3/30/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26616394.478,1013748.26923,66560.1538462,7.1900001,matched (3),54.683684
1068,93.0,2.0,4.0,61.0,50.5,54.049999,4.19,,107.0,32.0,16891.0,49.990002,4.0599976,,,,,,,,,,,,,,,,,,,,,3/31/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26617535.8324,1013772.86538,66561.4230769,6.98,matched (3),54.683684
1069,94.0,3.0,4.0,58.0,54.0,55.599998,1.55,,154.0,33.0,16894.0,53.037998,2.5620003,,,,,,,,,,,,,,,,,,,,,4/3/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620959.8956,1013846.65385,66565.2307692,7.0799999,matched (3),54.683684
1070,95.0,4.0,4.0,57.5,55.0,55.849998,0.25,,160.0,33.0,16895.0,46.787777,9.0622215,,,,,,,,,,,,,,,,,,,,,4/4/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26622101.25,1013871.25,66566.5,7.04,matched (3),54.683684
1071,96.0,5.0,4.0,64.5,57.5,58.639999,2.79,,128.0,36.0,16896.0,42.745556,15.894444,,,,,,,,,,,,,,,,,,,,,4/5/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26623242.6044,1013895.84615,66567.7692308,6.8899999,matched (3),54.683684
1072,97.0,6.0,4.0,56.0,49.5,53.419998,-5.23,,151.0,32.0,16897.0,40.884544,12.535454,,,,,,,,,,,,,,,,,,,,,4/6/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26624383.9588,1013920.44231,66569.0384615,7.0599999,matched (3),54.683684
1073,98.0,7.0,4.0,60.25,42.0,47.919998,-5.5,,109.0,30.0,16898.0,44.636925,3.2830734,,,,,,,,,,,,,,,,,,,,,4/7/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26625525.3132,1013945.03846,66570.3076923,6.8099999,matched (3),54.683684
1074,101.0,3.0,4.0,55.0,49.25,50.43,2.51,,120.0,32.0,16901.0,52.895,-2.4650002,,,,,,,,,,,,,,,,,,,,,4/10/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26628949.3764,1014018.82692,66574.1153846,6.8299999,matched (3),54.683684
1075,102.0,4.0,4.0,61.0,56.5,57.970001,7.54,,143.0,33.0,16902.0,49.433998,8.5360031,,,,,,,,,,,,,,,,,,,,,4/11/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26630090.7308,1014043.42308,66575.3846154,6.9899998,matched (3),54.683684
1076,104.0,6.0,4.0,53.0,48.5,49.360001,-8.61,,122.0,30.0,16903.0,41.833572,7.5264282,,,,,,,,,,,,,,,,,,,,,4/12/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26631232.0852,1014068.01923,66576.6538462,6.7800002,matched (3),54.683684
1077,107.0,2.0,4.0,58.0,48.0,50.650002,1.29,,109.0,32.0,16904.0,50.073334,0.57666779,,,,,,,,,,,,,,,,,,,,,4/13/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26632373.4396,1014092.61538,66577.9230769,6.6399999,matched (3),54.683684
1078,108.0,3.0,4.0,61.0,54.0,55.580002,4.93,,122.0,31.0,16908.0,56.18111,-0.60110855,,,,,,,,,,,,,,,,,,,,,4/17/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26636938.8571,1014191.0,66583.0,7.2199998,matched (3),54.683684
1079,109.0,4.0,4.0,66.0,61.5,63.990002,8.4,,112.0,32.0,16909.0,50.029999,13.960003,,,,,,,,,,,,,,,,,,,,,4/18/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26638080.2115,1014215.59615,66584.2692308,7.5999999,matched (3),54.683684
1080,110.0,5.0,4.0,62.25,57.0,59.869999,-4.11,,141.0,35.0,16910.0,43.209999,16.66,,,,,,,,,,,,,,,,,,,,,4/19/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26639221.5659,1014240.19231,66585.5384615,7.7199998,matched (3),54.683684
1081,111.0,6.0,4.0,62.0,54.75,59.139999,-0.73,,110.0,34.0,16911.0,42.756001,16.383999,,,,,,,,,,,,,,,,,,,,,4/20/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26640362.9203,1014264.78846,66586.8076923,7.9499998,matched (3),54.683684
1082,112.0,7.0,4.0,58.25,52.25,54.59,-4.55,,133.0,34.0,16912.0,46.542309,8.0476913,,,,,,,,,,,,,,,,,,,,,4/21/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26641504.2747,1014289.38462,66588.0769231,7.6500001,matched (3),54.683684
1083,115.0,3.0,4.0,57.25,53.75,55.34,0.75,,137.0,33.0,16915.0,51.148998,4.1910019,,,,,,,,,,,,,,,,,,,,,4/24/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26644928.3379,1014363.17308,66591.8846154,7.73,matched (3),54.683684
1084,116.0,4.0,4.0,54.75,53.0,53.84,-1.5,,108.0,32.0,16916.0,47.568001,6.2719994,,,,,,,,,,,,,,,,,,,,,4/25/06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26646069.6923,1014387.76923,66593.1538462,7.3699999,matched (3),54.683684
